clientnum,attrition_flag,gender_F,gender_M,education_level_College,education_level_Doctorate,education_level_Graduate,education_level_High School,education_level_Post-Graduate,education_level_Uneducated,education_level_Unknown,customer_age,dependent_count,months_on_book,total_relationship_count,months_inactive_12_mon,contacts_count_12_mon,credit_limit,total_revolving_bal,total_amt_chng_q4_q1,total_trans_amt,total_trans_ct,total_ct_chng_q4_q1,avg_utilization_ratio
769438608,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.20506755361115964,-1.0389119731073415,0.7566892131527978,-0.5311904933323828,0.6741016508438329,-0.41099222571406885,-0.7360162629485874,-0.3642757141613705,-0.23319204243146305,-0.5508323185387363,-0.9632247985856545,-1.6681456684291451,0.6225624989697301
709309308,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45497495130639254,0.49792141077136504,0.12897526506788998,-1.8231800057933567,0.6741016508438329,-0.41099222571406885,2.0562703009386745,-1.4213905925167256,-1.1598300668894321,-0.7897644206563437,-1.301610280628604,-0.9744161131459196,-0.994332390792817
780253533,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0793730363254066,-1.8073286650466949,1.6354887404716687,0.7607990191285913,0.6741016508438329,-2.2209911005475513,-0.557267447893849,1.4279027656550338,2.2968931517993645,-0.8110872121656167,-1.4285048363947102,0.47155030931188796,1.3817366232826191
717870108,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.04483984408407328,1.2663381027107183,0.12897526506788998,1.4067937753590782,1.6759410608240515,-0.41099222571406885,-0.7393346196637124,0.019235730079176942,0.307346805169019,0.12653142817364982,0.6864044263737248,0.7222959317034156,1.2430413505716105
713657733,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08011385476354317,1.2663381027107183,0.0034324754509084295,0.7607990191285913,0.6741016508438329,-1.31599166313081,0.05928322977639343,-0.4380279149768604,-0.6329182490603908,-0.17490858329990877,0.2634225738200378,-0.8365060208305793,-0.6731433381989025
818906208,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.7941916279507035,-1.8073286650466949,-1.1264526311019256,-1.1771852495628699,-0.3277377591363858,-0.41099222571406885,2.2658798334440764,0.2945772797903392,6.562153470260313,-0.8382518643623619,-1.2170139101178667,0.011850001594087911,-0.8191383621052273
711242058,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.20506755361115964,1.2663381027107183,0.0034324754509084295,-1.8231800057933567,0.6741016508438329,-1.31599166313081,0.3612536908527769,1.6725142316930752,0.030263866483057858,-1.099675130126737,-2.0629776152252406,-2.006652258657707,-0.22055876408929556
737925558,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.204326735173023,-1.8073286650466949,2.5142882677905396,-0.5311904933323828,-0.3277377591363858,-0.41099222571406885,-0.48249380991303015,0.9054913432119804,-0.7919002630605327,-0.8671690747653485,-0.9632247985856545,-1.4884446390485506,0.6371620013603627
713094483,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.41970094062692265,0.49792141077136504,-0.4987386830170178,-0.5311904933323828,-0.3277377591363858,1.3990066491194135,-0.4651277431038755,-1.4213905925167256,-0.010617222831264352,0.09732212473628948,0.5595098706076187,0.42975937224663335,-0.994332390792817
779032308,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.04483984408407328,0.49792141077136504,-1.1264526311019256,0.11480426289810422,-0.3277377591363858,0.4940072117026723,-0.40174712984498623,1.4254443589611843,0.1529071344260245,-0.3297178915179185,0.051931647543194334,0.9605042729753662,0.7101595133135251
720789933,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.04483984408407328,1.2663381027107183,-0.4987386830170178,-1.1771852495628699,-1.3295771691166045,-1.31599166313081,-0.3094968131645086,-0.5855323166078401,-0.23319204243146305,0.18086073256714003,0.7287026116290936,-0.2974029326887956,-0.567296945866817
708684108,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.04483984408407328,1.2663381027107183,-0.2476531037830547,0.7607990191285913,0.6741016508438329,-1.31599166313081,-0.4915639849343721,0.35603744713658075,0.3028044619118721,-0.6396286009883116,-1.470803021650079,-1.7015784180813487,0.2758243171922087
780237033,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0793730363254066,-1.0389119731073415,1.6354887404716687,-0.5311904933323828,-1.3295771691166045,0.4940072117026723,-0.6033926062340877,0.8145302955395429,-1.1916264696894605,-0.8379597713279883,-1.2593120953732353,-0.7905359900587994,1.1189455802512343
713396358,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.7941916279507035,-1.0389119731073415,-2.884051685739667,0.7607990191285913,-1.3295771691166045,0.4940072117026723,-0.557267447893849,-0.41836066142606304,0.04843323951164551,0.13733887044547313,0.2634225738200378,-0.5565067424933741,-0.15851087892910748
717695058,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.04483984408407328,2.0347547946500715,-0.12211031416607313,-0.5311904933323828,-1.3295771691166045,0.4940072117026723,-0.49034725413882624,-1.4213905925167256,-0.07421002843132113,0.10374817149250876,0.4749135000968813,0.5969231205076517,-0.994332390792817
716471508,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9547897466968583,-0.2704952811679882,0.0034324754509084295,0.7607990191285913,-1.3295771691166045,-0.41099222571406885,1.2464806505576478,-1.4213905925167256,-0.7691885467747982,-0.0168862517037894,0.7710007968844622,0.2291628743334118,-0.994332390792817
771354633,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4546045420873241,-1.0389119731073415,1.1333175820037424,0.7607990191285913,0.6741016508438329,1.3990066491194135,-0.7457501093129543,0.39783036093202506,0.42544772985483875,-0.3259206820710617,0.34801894433077524,0.8769223988448576,1.9182683361383632
720729108,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.7941916279507035,-1.8073286650466949,-2.381880527271741,-1.8231800057933567,-0.3277377591363858,-1.31599166313081,-0.45915470101665035,-0.09385097783790755,0.36639726751192886,0.2819249224604068,0.9401935379059371,0.27095381139866637,-0.10741262056189385
824150733,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.41970094062692265,-0.2704952811679882,0.3800608443018531,-0.5311904933323828,-1.3295771691166045,0.4940072117026723,2.867055458334239,1.0210364578229145,-0.39217405643160447,3.437698065832817,2.4206300218438415,0.571848558268499,-0.782639606128646
717028158,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8298360478492419,0.49792141077136504,1.0077747923867608,-0.5311904933323828,-0.3277377591363858,0.4940072117026723,0.39454786989453206,1.1378107757807736,3.609630353114822,-0.5137365031732886,-0.3710502050104927,-0.0591945914168449,-0.37020366359327844
720616908,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9547897466968583,-1.0389119731073415,0.0034324754509084295,0.7607990191285913,-1.3295771691166045,-0.41099222571406885,2.867055458334239,-1.4213905925167256,-1.3960319162610713,-0.14307044255318602,0.09422983279856303,1.5999056100737614,-0.994332390792817
773827008,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08011385476354317,1.2663381027107183,0.6311464235358162,1.4067937753590782,-0.3277377591363858,-0.41099222571406885,-0.6848029576451568,0.47158256174751495,-1.318812080889574,-0.9699858228648569,-1.5131012069054475,2.1724414478677487,1.34158799170838
713064783,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.704511939782557,-1.0389119731073415,1.509945950854687,-0.5311904933323828,0.6741016508438329,1.3990066491194135,-0.35772359742432663,1.1070806921076528,0.01663683671161712,-0.05923974168796188,0.7710007968844622,0.2291628743334118,0.4072198387079011
779765058,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.41970094062692265,-0.2704952811679882,-0.6242814726339994,1.4067937753590782,-1.3295771691166045,-1.31599166313081,0.11790753174360341,-0.4171314580791382,-0.364919996888723,-0.17257183902491996,0.22112438856466912,-0.9284460823741395,-0.6840929649918768
717797658,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3296508432397076,-0.2704952811679882,1.1333175820037424,1.4067937753590782,-0.3277377591363858,-0.41099222571406885,-0.7917314721955376,-0.5117801157923503,-0.27861547500293216,0.16421142960784463,0.9401935379059371,0.927071523323163,0.8817036664034568
789013833,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.45497495130639254,-0.2704952811679882,0.12897526506788998,0.7607990191285913,-0.3277377591363858,-1.31599166313081,2.867055458334239,-0.9309384570937178,-0.15142986380281864,-0.6688379044256719,-1.0055229838410231,-0.8030732711783757,-0.9505338836209195
715253433,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.20506755361115964,1.2663381027107183,0.25451805468487154,0.7607990191285913,-0.3277377591363858,0.4940072117026723,-0.3377028452430719,0.26507639946414324,-0.06966768517417421,0.2506709677824312,0.6018080558629875,0.3503565918226501,-0.08916324257360324
711842508,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.16979354293168972,0.49792141077136504,-0.3731958934000362,-1.1771852495628699,0.6741016508438329,0.4940072117026723,0.07819786305260645,0.5207506956245082,0.5344639680263646,0.998137042744482,0.9401935379059371,-1.0914307369286322,-0.37385353919093656
780998133,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.41970094062692265,0.49792141077136504,-0.2476531037830547,-0.5311904933323828,1.6759410608240515,1.3990066491194135,0.2150247716062645,0.4088931910543485,1.2249001431126942,-0.7091467431692292,-0.8363302428195484,-0.43531302500413577,-0.47969993152302215
717348258,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.6692379291030872,-1.0389119731073415,-1.879709368803815,0.11480426289810422,-1.3295771691166045,0.4940072117026723,-0.457606134549592,0.9128665632935294,2.678449985399705,-0.5566741792262083,-0.7094356870534423,1.2070708016603684,0.560514613809542
708174708,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.044469434865005,1.2663381027107183,-1.1264526311019256,1.4067937753590782,-0.3277377591363858,1.3990066491194135,-0.33858774036710526,0.1470728781593594,-0.5602407569460403,-0.7722388385939275,-1.1324175396071292,0.7891614310078229,-0.15121112773379122
719784708,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33002125245877606,-1.8073286650466949,0.0034324754509084295,-1.8231800057933567,-0.3277377591363858,-1.31599166313081,2.022644286225407,0.6350666068885176,-0.3104118778029606,0.876626340445063,1.0247899084166745,-0.7403868655804938,-0.7680401037380136
712490283,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0797434455444748,1.2663381027107183,0.6311464235358162,0.11480426289810422,0.6741016508438329,0.4940072117026723,-0.6017334278765252,1.6725142316930752,3.437021309343239,-0.6767244163537592,-0.7094356870534423,0.2793119988117173,1.9182683361383632
715187733,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.5439138210364023,-1.0389119731073415,-2.6329661065057044,-0.5311904933323828,1.6759410608240515,0.4940072117026723,-0.34644118459290135,-1.4213905925167256,-0.2695307884886384,-0.5651448772230427,-0.7940320575641797,-0.9493415509067668,-0.994332390792817
710863308,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.20506755361115964,1.2663381027107183,-0.8753670518679625,1.4067937753590782,-1.3295771691166045,-0.41099222571406885,-0.6282802815975259,-0.10122619791945654,0.06660261254023316,-0.1132769530470785,0.813298982139831,-0.13023918442777724,0.34882182914537113
718368333,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5439138210364023,-1.8073286650466949,-2.884051685739667,1.4067937753590782,-1.3295771691166045,-0.41099222571406885,-0.31889882385736307,-0.4515491517930335,-0.3694623401458699,-0.31686579800548,-0.15955927873364917,-0.777998708939223,-0.4906495583159964
713047608,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.794562037169772,-0.2704952811679882,0.0034324754509084295,1.4067937753590782,-1.3295771691166045,0.4940072117026723,-0.6867939716742317,1.0529957448429603,-1.4096589460325122,-0.6641644158756943,-1.0055229838410231,1.0064743037471462,2.082512738032978
710915358,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0793730363254066,-1.8073286650466949,2.388745478173558,0.7607990191285913,-1.3295771691166045,-0.41099222571406885,0.7042611633062075,0.5650020161138021,-0.019701909345558176,-0.34052533378974187,-0.28645383449975526,1.2070708016603684,-0.6001458262457401
772879158,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08011385476354317,2.0347547946500715,0.25451805468487154,0.11480426289810422,-1.3295771691166045,-0.41099222571406885,-0.13705287586850795,-0.1073722146540807,0.04843323951164551,-0.13576811669384595,-0.03266472296754307,-0.29322383898227017,-0.46510042913238964
768243858,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9547897466968583,0.49792141077136504,1.509945950854687,-0.5311904933323828,1.6759410608240515,0.4940072117026723,-0.5871326583299747,1.6725142316930752,0.36639726751192886,-0.4938741768358836,-0.7940320575641797,-1.1415798614069377,1.801472317013303
765847383,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.45497495130639254,-1.0389119731073415,0.8822320027697793,0.11480426289810422,2.67778047080427,0.4940072117026723,1.3673794468787053,-1.4213905925167256,0.043890896254498594,0.005020725874230846,0.5595098706076187,-0.06337368512337035,-0.994332390792817
708082083,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.16979354293168972,0.49792141077136504,0.0034324754509084295,0.11480426289810422,0.6741016508438329,0.4940072117026723,-0.5588160143609073,0.6203161667254196,0.32551617819760664,3.1374264264967526,1.9553499840347859,0.09543187572459709,0.7174592645088412
719112258,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5446546394745391,1.2663381027107183,-0.12211031416607313,-0.5311904933323828,0.6741016508438329,0.4940072117026723,-0.6725250377991938,0.2503259593010453,1.9698444372847879,0.08300956605198292,0.6018080558629875,-0.12606009072125177,0.980250307540226
711405333,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7048823490016255,0.49792141077136504,0.8822320027697793,0.7607990191285913,-0.3277377591363858,-0.41099222571406885,-0.1932437162446262,1.191895723045466,-0.6737993383747131,-0.8052453514781447,-0.9209266133302858,-1.5344146698203307,0.1371290444812002
715500558,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.16979354293168972,0.49792141077136504,0.0034324754509084295,-0.5311904933323828,-1.3295771691166045,1.3990066491194135,-0.7697528895523591,-0.46998720199690597,1.6655074390559443,-0.08406764960971816,0.5595098706076187,1.2070708016603684,0.7320587668994737
721382208,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.044469434865005,-0.2704952811679882,-1.1264526311019256,-1.1771852495628699,-1.3295771691166045,-0.41099222571406885,-0.603503218124592,1.6725142316930752,0.1892458804831998,2.7074654798988087,2.4206300218438415,0.4590130281923116,1.9328678385289957
818305008,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.6696083383221555,-0.2704952811679882,0.0034324754509084295,1.4067937753590782,-1.3295771691166045,0.4940072117026723,0.29234248306867916,0.26876400950491774,0.8206315932266196,-0.12554486049076982,1.0247899084166745,0.2876701862247682,-0.5490475678785264
719449533,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.33002125245877606,0.49792141077136504,0.25451805468487154,-1.8231800057933567,-0.3277377591363858,0.4940072117026723,-0.6571499850191143,1.3848806485126648,-0.037871282374145825,-0.5905569712135462,-0.6671375017980735,-0.9451624572002413,2.1445606231931658
743265108,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1694231337126213,1.2663381027107183,-0.7498242622509809,0.7607990191285913,-1.3295771691166045,1.3990066491194135,0.8118865327667646,-0.4048394246098899,1.4792713655129213,-0.5639765050855484,-0.6671375017980735,1.3825927373344375,-0.8045388597145948
795997908,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.2943768325602378,-0.2704952811679882,-0.7498242622509809,1.4067937753590782,0.6741016508438329,0.4940072117026723,0.8244962882842399,0.39783036093202506,2.573976090485327,-0.3484118457178291,-0.3710502050104927,0.3963266225944302,-0.6585438358082699
719761458,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0797434455444748,1.2663381027107183,0.0034324754509084295,-0.5311904933323828,-0.3277377591363858,-1.31599166313081,-0.39798632556784447,0.5772940495830504,-0.2922425047743729,-0.02302020542563507,-0.15955927873364917,-0.07173187253642127,0.19187717844607205
771730758,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.579928650154009,-1.0389119731073415,0.3800608443018531,0.11480426289810422,0.6741016508438329,-0.41099222571406885,-0.3482109748409681,-1.4213905925167256,1.1431379644840498,0.010278400492955706,0.4326153148415126,1.553935579301981,-0.994332390792817
708689958,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.20506755361115964,1.2663381027107183,0.0034324754509084295,0.11480426289810422,0.6741016508438329,-0.41099222571406885,-0.6846923457546525,0.7223400445201805,-0.29678484803151983,0.09936677597690471,0.9824917231613057,-0.08009005994947219,1.65182741750932
802937058,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8298360478492419,-1.0389119731073415,1.3844031612377055,-0.5311904933323828,0.6741016508438329,-1.31599166313081,-0.6698703524270938,0.8636984294165362,0.03934855299735168,0.021085842764779025,0.6441062411183561,-0.0382991228842176,1.6773765466929267
821521983,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.579928650154009,0.49792141077136504,1.258860371620724,0.11480426289810422,-1.3295771691166045,1.3990066491194135,-0.6979657726151529,0.5957320997869229,0.852427996026648,-0.025356949700623896,1.0247899084166745,0.003491814181036993,1.626278288325713
710211783,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.044469434865005,1.2663381027107183,-1.2519954207189072,-0.5311904933323828,-0.3277377591363858,-0.41099222571406885,-0.7917314721955376,-1.4213905925167256,0.0802296423116739,-0.6261923214071259,-1.0901193543517607,-0.3600893382866775,-0.994332390792817
709955958,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.6696083383221555,-1.0389119731073415,-0.3731958934000362,0.11480426289810422,-0.3277377591363858,-2.2209911005475513,-0.0599563881871016,-0.16391556861262294,-0.04241362563129274,-0.30196905325242623,-0.8363302428195484,0.6846840883446864,-0.5307981898902357
717825033,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.45497495130639254,-1.8073286650466949,0.0034324754509084295,-0.5311904933323828,0.6741016508438329,-0.41099222571406885,-0.34865342240298475,1.6503885714484283,-1.3233544241467208,0.02955654076161352,0.6441062411183561,-0.1845674026126082,0.6809605085322602
716947083,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.7941916279507035,0.49792141077136504,0.0034324754509084295,-1.1771852495628699,-0.3277377591363858,-1.31599166313081,-0.5255218353191522,0.8784488695796342,0.39819367031195724,2.9750226993850295,1.9130517987794171,0.3837893414748538,0.7831570252666874
810789708,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.044469434865005,-1.0389119731073415,-0.3731958934000362,0.11480426289810422,-0.3277377591363858,-1.31599166313081,-0.701284129330278,-1.4213905925167256,-0.21048032614572848,0.052339797442754576,1.1516844641827806,0.6972213694642627,-0.994332390792817
713709258,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.41970094062692265,0.49792141077136504,-0.4987386830170178,-0.5311904933323828,0.6741016508438329,-0.41099222571406885,-0.7138938848477534,0.26138878942336874,-0.42397045923163285,0.004728632839857243,0.9824917231613057,-0.21382105855828643,1.3379381161107218
711473058,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.29474724177930617,1.2663381027107183,-0.4987386830170178,1.4067937753590782,0.6741016508438329,-0.41099222571406885,0.3379145819563971,0.2601595860764439,-0.8918318147177648,-0.157090908203119,-0.03266472296754307,-0.6275513355043064,-0.567296945866817
720130233,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.20506755361115964,-0.2704952811679882,0.0034324754509084295,0.11480426289810422,0.6741016508438329,-1.31599166313081,-0.7693104419903424,-1.4213905925167256,0.14382244791173066,-0.5467430160575057,-0.8363302428195484,-1.4508327956898215,-0.994332390792817
709787733,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9547897466968583,1.2663381027107183,1.509945950854687,-0.5311904933323828,-0.3277377591363858,-0.41099222571406885,0.12465485706435776,0.18517818191402918,0.1983305669974936,-0.10655881325648561,0.4749135000968813,0.7891614310078229,-0.5052490607066289
827712108,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5446546394745391,2.0347547946500715,0.25451805468487154,0.7607990191285913,-1.3295771691166045,-0.41099222571406885,-0.6913290591849027,0.2663056028110681,-0.133260490774231,0.007065377114846069,0.3057207590754065,0.1873719372681572,1.140844833837183
711746133,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.45497495130639254,-1.0389119731073415,0.12897526506788998,0.11480426289810422,0.6741016508438329,-0.41099222571406885,2.6510304361795956,-1.4213905925167256,1.1522226509983438,1.4056068256956586,0.6864044263737248,0.7222959317034156,-0.994332390792817
713281833,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.1694231337126213,0.49792141077136504,-0.8753670518679625,1.4067937753590782,-0.3277377591363858,0.4940072117026723,0.5522804257534781,1.6725142316930752,0.8251739364837665,1.474540781807829,0.6018080558629875,1.3157272380300302,-0.3191054052260648
710699283,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.04483984408407328,-0.2704952811679882,-1.000909841484944,-1.8231800057933567,-1.3295771691166045,-1.31599166313081,-0.08915792728020243,0.9399090369258757,0.13473776139743684,2.967428280491316,2.8013136891421597,-0.39352208793888116,-0.09281311817126137
717559533,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.08011385476354317,0.49792141077136504,0.7566892131527978,-1.8231800057933567,0.6741016508438329,-1.31599166313081,2.867055458334239,0.005714493263003797,-0.08783705820276186,1.1111770470470665,1.49006994622573,-0.06755277882989581,-0.8702366204724409
715339758,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.204326735173023,-1.0389119731073415,0.0034324754509084295,-0.5311904933323828,0.6741016508438329,-1.31599166313081,1.0443927266065296,0.03398617024227492,0.307346805169019,-0.0700471839597852,-0.03266472296754307,-0.46456668094981396,-0.7534406013473811
715140933,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.16979354293168972,0.49792141077136504,0.3800608443018531,0.7607990191285913,-0.3277377591363858,1.3990066491194135,1.4190351997441526,0.3720170906466036,1.3702551273413954,-0.20557835190913712,-0.20185746398901788,-0.7236704907543919,-0.7461408501520648
715496058,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.6696083383221555,1.2663381027107183,0.0034324754509084295,-0.5311904933323828,0.6741016508438329,0.4940072117026723,0.8175277391824773,-1.4213905925167256,-0.732849800717623,1.0001816939850972,0.34801894433077524,0.2876701862247682,-0.994332390792817
